chr,strand,coord,tottag,UPA_start,UPA_end,nPA,maxtag,ftr,gene_type,ftr_start,ftr_end,gene,gene_start,gene_end,gene_stop_codon
chr12,+,7978807,4,7978806,7978807,2,2,intron,NA,7978252,7979255,238055,7977648,7987818,7987818
chr12,+,7982040,2,7982040,7982040,1,2,intron,NA,7980646,7983028,238055,7977648,7987818,7987818
chr12,+,7989243,2,7989243,7989243,1,2,intron,NA,7989242,7989348,238055,7977648,7987818,7987818
chr12,+,8005959,4,8005950,8005959,2,2,CDS,NA,8005736,8013202,238055,7977648,7987818,7987818
chr12,+,8006346,2,8006346,8006346,1,2,CDS,NA,8005736,8013202,238055,7977648,7987818,7987818
chr12,+,8006469,2,8006469,8006469,1,2,CDS,NA,8005736,8013202,238055,7977648,7987818,7987818
chr12,+,8008348,2,8008348,8008348,1,2,CDS,NA,8005736,8013202,238055,7977648,7987818,7987818
chr12,+,8010095,2,8010095,8010095,1,2,CDS,NA,8005736,8013202,238055,7977648,7987818,7987818
chr12,+,8011679,2,8011679,8011679,1,2,CDS,NA,8005736,8013202,238055,7977648,7987818,7987818
chr12,+,80117199,2,80117199,80117199,1,2,exon,NA,80115863,80117199,character(0),3073253,3074322,3074322
chr12,+,8011826,2,8011826,8011826,1,2,CDS,NA,8005736,8013202,238055,7977648,7987818,7987818
chr12,+,8015093,2,8015093,8015093,1,2,CDS,NA,8015015,8016550,238055,7977648,7987818,7987818
chr12,+,8016841,6,8016840,8016848,3,2,3UTR,NA,NA,NA,238055,NA,NA,NA
chr12,+,80277835,2,80277835,80277835,1,2,intergenic,NA,80260557,80435209,character(0),80259443,80260557,3074322
chr12,+,80472634,2,80472634,80472634,1,2,intron,NA,80463281,80475722,97827,80463095,80498122,80496997
chr12,+,80681310,2,80681310,80681310,1,2,3UTR,NA,80679706,80683342,328133,80643883,80683342,80679705
chr12,+,80683335,2,80683335,80683335,1,2,3UTR,NA,80679706,80683342,328133,80643883,80683342,80679705
chr12,+,80829101,2,80829101,80829101,1,2,intron,NA,80828244,80851213,217684,80790510,80877873,80877121
chr12,+,80880833,8,80880833,80880833,4,2,3UTR,NA,80877122,80880835,217684,80790510,80877873,80877121
chr12,+,80950507,6,80950505,80950507,3,2,3UTR,NA,80949979,80950507,20384,80945504,80950507,80949978
chr12,+,81619960,2,81619960,81619960,1,2,intergenic,NA,81589640,81631249,character(0),81587799,81589640,3074322
chr12,+,81996364,2,81996364,81996364,1,2,3UTR,NA,81996163,81997114,54604,81860023,81997114,81996162
chr12,+,8208529,2,8208529,8208529,1,2,intron,NA,8208193,8220599,68832,8208107,8285759,8284091
chr12,+,82447129,2,82447129,82447129,1,2,3UTR,NA,82446951,82447129,217692,82169320,82240674,82240674
chr12,+,82450274,2,82450274,82450274,1,2,3UTR,NA,82450045,82451786,217692,82169320,82240674,82240674
chr12,+,8285028,2,8285028,8285028,1,2,3UTR,NA,8284092,8285759,68832,8208107,8285759,8284091
chr12,+,8285760,8,8285759,8285760,4,2,3UTR,NA,NA,NA,68832,NA,NA,NA
chr12,+,83541982,4,83541982,83541982,2,2,3UTR,NA,NA,NA,73828,NA,NA,NA
chr12,+,83551999,6,83551999,83552000,3,2,intergenic,NA,83541920,83631236,73828,83526000,83541920,83541627
chr12,+,83660362,2,83660362,83660362,1,2,intron,NA,83660362,83660594,67039,83631236,83674417,83674417
chr12,+,83668509,2,83668509,83668509,1,2,intron,NA,83668509,83671907,67039,83631236,83674417,83674417
chr12,+,83683083,2,83683083,83683083,1,2,3UTR,NA,83681596,83683123,67039,83631236,83674417,83674417
chr12,+,83683125,2,83683125,83683125,1,2,3UTR,NA,NA,NA,67039,NA,NA,NA
chr12,+,83709126,2,83709126,83709126,1,2,intron,NA,83699652,83712303,19164,83688152,83735095,83734071
chr12,+,83709205,2,83709205,83709205,1,2,intron,NA,83699652,83712303,19164,83688152,83735095,83734071
chr12,+,83734541,4,83734541,83734542,2,2,3UTR,NA,83734072,83735095,19164,83688152,83735095,83734071
chr12,+,83735095,8,83735095,83735095,4,2,3UTR,NA,83734072,83735095,19164,83688152,83735095,83734071
chr12,+,83738446,4,83738446,83738446,2,2,intergenic,NA,83735199,83742762,19164,83688563,83735199,83734071
chr12,+,83789804,2,83789804,83789804,1,2,intron,NA,83789322,83791831,170721,83763634,83792382,83792007
chr12,+,83792395,2,83792395,83792395,1,2,3UTR,NA,NA,NA,170721,NA,NA,NA
chr12,+,83794871,2,83794871,83794871,1,2,intergenic,NA,83792382,83823455,170721,83763634,83792382,83792007
chr12,+,83794918,2,83794918,83794918,1,2,intergenic,NA,83792382,83823455,170721,83763634,83792382,83792007
chr12,+,83812156,2,83812156,83812156,1,2,intergenic,NA,83792382,83823455,170721,83763634,83792382,83792007
chr12,+,83952951,2,83952951,83952951,1,2,3UTR,NA,83952504,83952951,71952,83950608,83952951,83952503
chr12,+,83993877,2,83993877,83993877,1,2,3UTR,NA,NA,NA,171210,NA,NA,NA
chr12,+,84017690,8,84017690,84017690,4,2,3UTR,NA,84017380,84018371,26897,84009490,84018371,84017379
chr12,+,84043974,2,84043974,84043974,1,2,3UTR,NA,84043797,84048601,171282,84038379,84048601,84043796
chr12,+,84044025,2,84044025,84044025,1,2,3UTR,NA,84043797,84048601,171282,84038379,84048601,84043796
chr12,+,84044076,4,84044059,84044076,2,2,3UTR,NA,84043797,84048601,171282,84038379,84048601,84043796
chr12,+,84044716,2,84044716,84044716,1,2,3UTR,NA,84043797,84048601,171282,84038379,84048601,84043796
chr12,+,84048601,4,84048601,84048601,2,2,3UTR,NA,84043797,84048601,171282,84038379,84048601,84043796
chr12,+,84298366,2,84298366,84298366,1,2,intron,NA,84298203,84302236,77219,84285232,84315832,84314013
chr12,+,84310996,2,84310996,84310996,1,2,intron,NA,84310959,84313936,77219,84285232,84315832,84314013
chr12,+,84314101,2,84314101,84314101,1,2,3UTR,NA,84314014,84315832,77219,84285232,84315832,84314013
chr12,+,84315832,4,84315829,84315832,2,2,3UTR,NA,84314014,84315832,77219,84285232,84315832,84314013
chr12,+,84343724,2,84343724,84343724,1,2,3UTR,NA,NA,NA,52708,NA,NA,NA
chr12,+,84373792,8,84373792,84373796,4,2,3UTR,NA,84373709,84373792,217707,84361657,84373792,84373708
chr12,+,84418576,2,84418576,84418576,1,2,3UTR,NA,84418350,84418578,66381,84417196,84418578,84418349
chr12,+,84775088,8,84775088,84775088,4,2,exon,NA,84773596,84775088,74316,84773251,84775085,84774717
chr12,+,84983301,8,84983301,84983303,4,2,3UTR,NA,84983218,84983303,73736,84970897,84983303,84983217
chr12,+,85070518,2,85070518,85070518,1,2,3UTR,NA,NA,NA,56531,NA,NA,NA
chr12,+,85088064,2,85088064,85088064,1,2,exon,NA,85087469,85088228,character(0),3073253,3074322,3074322
chr12,+,85134090,8,85134088,85134090,4,2,3UTR,NA,85134090,85134845,78920,85110833,85134088,85132753
chr12,+,85135656,2,85135656,85135656,1,2,3UTR,NA,NA,NA,78920,NA,NA,NA
chr12,+,85135711,6,85135705,85135711,3,2,3UTR,NA,NA,NA,78920,NA,NA,NA
chr12,+,85226501,6,85226498,85226501,3,2,3UTR,NA,85226161,85226628,217715,85219481,85226628,85226160
chr12,+,85456061,2,85456061,85456061,1,2,intergenic,NA,85376632,85473890,character(0),85374117,85376632,3074322
chr12,+,85474031,2,85474031,85474031,1,2,5UTR,NA,85473890,85474039,14281,85473890,85477273,85476458
chr12,+,85474192,2,85474192,85474192,1,2,intron,NA,85474181,85474934,14281,85473890,85477273,85476458
chr12,+,85477275,8,85477274,85477275,4,2,3UTR,NA,NA,NA,14281,NA,NA,NA
chr12,+,85715263,2,85715263,85715263,1,2,intergenic,NA,85709087,85728457,53314,85686669,85709087,85708752
chr12,+,85813098,2,85813098,85813098,1,2,3UTR,NA,85812120,85813585,217721,85746539,85813585,85812119
chr12,+,85813151,2,85813151,85813151,1,2,3UTR,NA,85812120,85813585,217721,85746539,85813585,85812119
chr12,+,85944483,2,85944483,85944483,1,2,intron,NA,85939511,85956565,320244,85824659,85857405,85857405
chr12,+,85944565,2,85944565,85944565,1,2,intron,NA,85939511,85956565,320244,85824659,85857405,85857405
chr12,+,86053760,2,86053760,86053760,1,2,3UTR,NA,86053143,86053760,320244,85824659,85857405,85857405
chr12,+,86162459,6,86162457,86162459,3,2,3UTR,NA,86162298,86162459,76411,86082541,86092487,86092487
chr12,+,86291791,2,86291791,86291791,1,2,3UTR,NA,NA,NA,70373,NA,NA,NA
chr12,+,86716055,6,86716055,86716055,3,2,3UTR,NA,NA,NA,character(0),NA,NA,NA
chr12,+,86783144,2,86783144,86783144,1,2,intergenic,NA,86763797,86809957,627607,86734428,86763797,86763714
chr12,+,86841211,2,86841211,86841211,1,2,intergenic,NA,86810258,86947043,character(0),86809957,86810258,3074322
chr12,+,8690163,4,8690163,8690176,2,2,intron,NA,8674171,8698090,80913,8674134,8751454,8749720
chr12,+,86963812,2,86963812,86963812,1,2,3UTR,NA,86962668,86965362,217732,86947043,86962667,86962667
chr12,+,86965364,2,86965364,86965364,1,2,3UTR,NA,NA,NA,217732,NA,NA,NA
chr12,+,87164723,4,87164723,87164723,2,2,3UTR,NA,87163831,87164723,14874,87147165,87164324,87163830
chr12,+,87273996,4,87273996,87273996,2,2,exon,NA,87273591,87273998,217737,87266479,87272649,87272649
chr12,+,87297773,2,87297773,87297773,1,2,intergenic,NA,87273998,87371992,217737,87269302,87273998,87272649
chr12,+,87347421,2,87347421,87347421,1,2,intergenic,NA,87273998,87371992,217737,87269302,87273998,87272649
chr12,+,87449924,8,87449917,87449924,4,2,3UTR,NA,87449879,87452206,380773,87443896,87452206,87449878
chr12,+,87450008,2,87450008,87450008,1,2,3UTR,NA,87449879,87452206,380773,87443896,87452206,87449878
chr12,+,8750288,2,8750288,8750288,1,2,3UTR,NA,8749721,8751454,80913,8674134,8751454,8749720
chr12,+,8750354,2,8750354,8750354,1,2,3UTR,NA,8749721,8751454,80913,8674134,8751454,8749720
chr12,+,8750399,2,8750399,8750399,1,2,3UTR,NA,8749721,8751454,80913,8674134,8751454,8749720
chr12,+,8750979,2,8750979,8750979,1,2,3UTR,NA,8749721,8751454,80913,8674134,8751454,8749720
chr12,+,8752532,2,8752532,8752532,1,2,3UTR,NA,8749721,8752581,80913,8674134,8751454,8749720
chr12,+,8752570,2,8752570,8752570,1,2,3UTR,NA,8749721,8752581,80913,8674134,8751454,8749720
chr12,+,8793074,2,8793074,8793074,1,2,3UTR,NA,8791808,8793715,20969,8771323,8793715,8791807
chr12,+,8793103,2,8793103,8793103,1,2,3UTR,NA,8791808,8793715,20969,8771323,8793715,8791807
chr12,+,8793716,2,8793716,8793716,1,2,3UTR,NA,NA,NA,20969,NA,NA,NA
chr12,+,88235817,4,88235809,88235817,2,2,intergenic,NA,88222617,88302813,character(0),88220556,88222617,3074322
chr12,+,88461725,2,88461725,88461725,1,2,3UTR,NA,NA,NA,72113,NA,NA,NA
chr12,+,8866678,2,8866678,8866678,1,2,intergenic,NA,8793715,8912924,20969,8771323,8793715,8791807
chr12,+,88863058,2,88863058,88863058,1,2,intron,NA,88850309,89187021,18191,88722876,89261571,89261571
chr12,+,88911944,2,88911944,88911944,1,2,intron,NA,88850309,89187021,18191,88722876,89261571,89261571
chr12,+,8938236,2,8938236,8938236,1,2,3UTR,NA,8938192,8938742,17775,8921664,8938742,8938191
chr12,+,8938742,6,8938742,8938742,3,2,3UTR,NA,8938192,8938742,17775,8921664,8938742,8938191
chr12,+,89754009,2,89754009,89754009,1,2,intron,NA,89533011,89976346,18191,88722876,89261571,89261571
chr12,+,90395138,2,90395138,90395138,1,2,intergenic,NA,90367678,90491625,character(0),90364252,90367678,3074322
chr12,+,91087012,2,91087012,91087012,1,2,intergenic,NA,91079907,91123252,71349,91050369,91079907,91056636
chr12,+,91971174,2,91971174,91971174,1,2,intergenic,NA,91693590,92010419,character(0),91684665,91693590,3074322
chr12,+,92157326,2,92157326,92157326,1,2,intergenic,NA,92012411,92219377,character(0),92010419,92012411,3074322
chr12,+,94598812,2,94598812,94598812,1,2,intergenic,NA,93927464,94757575,102465890,93927338,93927464,93927464
chr12,+,94617757,2,94617757,94617757,1,2,intergenic,NA,93927464,94757575,102465890,93927338,93927464,93927464
chr12,+,94865675,2,94865675,94865675,1,2,intergenic,NA,94758503,95324907,character(0),94757575,94758503,3074322
chr12,+,95255559,4,95255550,95255559,2,2,intergenic,NA,94758503,95324907,character(0),94757575,94758503,3074322
chr12,+,98786748,4,98786748,98786748,2,2,3UTR,NA,98786582,98787753,75553,98746964,98787753,98786581
chr12,+,98786850,2,98786850,98786850,1,2,3UTR,NA,98786582,98787753,75553,98746964,98787753,98786581
chr12,+,98786927,2,98786927,98786927,1,2,3UTR,NA,98786582,98787753,75553,98746964,98787753,98786581
chr12,+,98807533,2,98807533,98807533,1,2,intergenic,NA,98797069,98831813,character(0),98794448,98797069,3074322
chr12,+,99246048,2,99246048,99246048,1,2,3UTR,NA,NA,NA,character(0),NA,NA,NA
chr12,+,99463152,4,99463152,99463152,2,2,intergenic,NA,99361827,99563796,character(0),99346398,99361827,3074322
chr13,-,100060407,2,100060407,100060407,1,2,CDS,NA,100060294,100061506,544971,100017994,100104070,100020279
chr13,-,100067912,4,100067912,100067912,2,2,intron,NA,100067557,100070076,544971,100017994,100104070,100020279
chr13,-,100211735,2,100211735,100211735,1,2,3UTR,NA,NA,NA,17951,NA,NA,NA
chr13,-,100281076,2,100281076,100281076,1,2,3UTR,NA,NA,NA,17952,NA,NA,NA
chr13,-,100331680,2,100331680,100331680,1,2,intergenic,NA,100340144,100317674,character(0),100340144,100378960,3074322
chr13,-,100331731,2,100331731,100331731,1,2,intergenic,NA,100340144,100317674,character(0),100340144,100378960,3074322
chr13,-,100338744,2,100338744,100338744,1,2,intergenic,NA,100340144,100317674,character(0),100340144,100378960,3074322
chr13,-,100407764,4,100407764,100407764,2,2,3UTR,NA,100407764,100408806,17940,100407764,100446511,100408807
chr13,-,100425768,2,100425768,100425768,1,2,3UTR,NA,100425382,100426757,17940,100407764,100446511,100408807
chr13,-,100468686,2,100468686,100468686,1,2,3UTR,NA,100468580,100468906,23894,100460218,100492338,100461949
chr13,-,100489484,2,100489484,100489484,1,2,CDS,NA,100489483,100489560,23894,100460218,100492338,100461949
chr13,-,100496504,4,100496504,100496504,2,2,3UTR,NA,NA,NA,18260,NA,NA,NA
chr13,-,100497307,2,100497307,100497307,1,2,3UTR,NA,100496507,100498813,18260,100496507,100552498,100498814
chr13,-,100498469,2,100498469,100498469,1,2,3UTR,NA,100496507,100498813,18260,100496507,100552498,100498814
chr13,-,100595959,4,100595957,100595959,2,2,3UTR,NA,100595957,100597288,218518,100595957,100616971,100597289
chr13,-,100616704,2,100616704,100616704,1,2,CDS,NA,100616605,100616910,218518,100595957,100616971,100597289
chr13,-,100617164,2,100617164,100617164,1,2,3UTR,NA,100617164,100617643,19356,100617164,100651051,100617644
chr13,-,100697078,2,100697078,100697078,1,2,intergenic,NA,100702631,100651051,12572,100702631,100730939,100703478
chr13,-,100702050,2,100702050,100702050,1,2,3UTR,NA,NA,NA,12572,NA,NA,NA
chr13,-,100703291,2,100703291,100703291,1,2,3UTR,NA,100702631,100703477,12572,100702631,100730939,100703478
chr13,-,100717960,2,100717960,100717960,1,2,intron,NA,100717683,100719301,12572,100702631,100730939,100703478
chr13,-,100778731,2,100778731,100778731,1,2,3UTR,NA,100778650,100779677,268697,100778650,100786570,100779678
chr13,-,100802650,4,100802650,100802656,2,2,3UTR,NA,100802648,100803290,69048,100802648,100833427,100803291
chr13,-,101680747,6,101680747,101680761,3,2,3UTR,NA,101680563,101684879,18708,101680563,101768217,101684880
chr13,-,101689398,2,101689398,101689398,1,2,intron,NA,101689160,101689398,18708,101680563,101768217,101684880
chr13,-,101690477,2,101690477,101690477,1,2,intron,NA,101689498,101690480,18708,101680563,101768217,101684880
chr13,-,101757405,2,101757405,101757405,1,2,CDS,NA,101757326,101757659,18708,101680563,101768217,101684880
chr13,-,10217055,2,10217055,10217055,1,2,intron,NA,10122290,10224644,12671,9875486,10360844,9877229
chr13,-,103743129,2,103743129,103743129,1,2,3UTR,NA,103739348,103743563,218543,103739348,103764582,103743564
chr13,-,103748759,2,103748759,103748759,1,2,CDS,NA,103748759,103748854,218543,103739348,103764582,103743564
chr13,-,103807173,2,103807173,103807173,1,2,intergenic,NA,103818787,103774608,59079,103818787,103920514,103820699
chr13,-,103846975,2,103846975,103846975,1,2,intron,NA,103845626,103850744,59079,103818787,103920514,103820699
chr13,-,103884138,4,103884138,103884145,2,2,intron,NA,103868899,103884142,59079,103818787,103920514,103820699
chr13,-,104142149,2,104142149,104142149,1,2,3UTR,NA,104142149,104144137,66975,104142149,104178469,104144138
chr13,-,104142516,2,104142516,104142516,1,2,3UTR,NA,104142149,104144137,66975,104142149,104178469,104144138
chr13,-,104173720,2,104173720,104173720,1,2,intron,NA,104169889,104178113,66975,104142149,104178469,104144138
chr13,-,106961833,2,106961833,106961833,1,2,3UTR,NA,106958996,106962138,16563,106958996,107022118,106962139
chr13,-,107866331,2,107866331,107866331,1,2,intron,NA,107788010,107889396,67263,107724617,107890064,107724617
chr13,-,108052589,2,108052589,108052589,1,2,3UTR,NA,108052589,108052705,75597,108002715,108158623,108024310
chr13,-,108358129,2,108358129,108358129,1,2,intergenic,NA,108498384,108316273,character(0),108498384,108498638,3074322
chr13,-,109395651,2,109395651,109395651,1,2,intergenic,NA,110054187,108498970,67295,110054187,110280150,110061815
chr13,-,109395712,2,109395712,109395712,1,2,intergenic,NA,110054187,108498970,67295,110054187,110280150,110061815
chr13,-,109682799,2,109682799,109682799,1,2,intergenic,NA,110054187,108498970,67295,110054187,110280150,110061815
chr13,-,109830074,2,109830074,109830074,1,2,intergenic,NA,110054187,108498970,67295,110054187,110280150,110061815
chr13,-,110061578,2,110061578,110061578,1,2,3UTR,NA,110054187,110061814,67295,110054187,110280150,110061815
chr13,-,110442437,2,110442437,110442437,1,2,intergenic,NA,110842905,110357199,character(0),110842905,110843121,3074322
chr13,-,110484431,6,110484431,110484431,3,2,intergenic,NA,110842905,110357199,character(0),110842905,110843121,3074322
chr13,-,111290273,2,111290273,111290273,1,2,intergenic,NA,111361203,111229431,character(0),111361203,111361675,3074322
chr13,-,111425680,2,111425680,111425680,1,2,3UTR,NA,111425680,111426492,73274,111425680,111490111,111426493
chr13,-,111426153,2,111426153,111426153,1,2,3UTR,NA,111425680,111426492,73274,111425680,111490111,111426493
chr13,-,111440632,2,111440632,111440632,1,2,3UTR,NA,111440632,111440816,73274,111425680,111490111,111426493
chr13,-,111447896,2,111447896,111447896,1,2,3UTR,NA,111447896,111447955,73274,111425680,111490111,111426493
chr13,-,111746433,2,111746433,111746433,1,2,3UTR,NA,111746428,111748899,26401,111746428,111808993,111748900
chr13,-,111775586,2,111775586,111775586,1,2,intron,NA,111772797,111775867,26401,111746428,111808993,111748900
chr13,-,111775661,2,111775661,111775661,1,2,intron,NA,111772797,111775867,26401,111746428,111808993,111748900
chr13,-,111835008,2,111835008,111835008,1,2,intergenic,NA,111850316,111808993,character(0),111850316,111852622,3074322
chr13,-,111884425,2,111884425,111884425,1,2,intergenic,NA,112165458,111884177,character(0),112165458,112172068,3074322
chr13,-,111884483,2,111884483,111884483,1,2,intergenic,NA,112165458,111884177,character(0),112165458,112172068,3074322
chr13,-,112058605,2,112058605,112058605,1,2,intergenic,NA,112165458,111884177,character(0),112165458,112172068,3074322
chr13,-,112100383,2,112100383,112100383,1,2,intergenic,NA,112165458,111884177,character(0),112165458,112172068,3074322
chr13,-,112867731,2,112867731,112867731,1,2,3UTR,NA,112867418,112867942,72198,112867418,112927398,112867943
chr13,-,112951217,2,112951217,112951217,1,2,intergenic,NA,113039301,112927398,character(0),113039301,113042243,3074322
chr13,-,114287798,2,114287798,114287798,1,2,3UTR,NA,114287795,114288762,17993,114287795,114388258,114288763
chr13,-,114288644,6,114288644,114288644,3,2,3UTR,NA,114287795,114288762,17993,114287795,114388258,114288763
chr13,-,114352121,2,114352121,114352121,1,2,intron,NA,114351527,114387958,17993,114287795,114388258,114288763
chr13,-,114833081,4,114833081,114833081,2,2,3UTR,NA,114833081,114836484,16398,114833081,114932100,114836485
chr13,-,114953135,2,114953135,114953135,1,2,3UTR,NA,114953096,114960089,109700,114953096,115101964,114960090
chr13,-,114959733,2,114959733,114959733,1,2,3UTR,NA,114953096,114960089,109700,114953096,115101964,114960090
chr13,-,114959813,2,114959813,114959813,1,2,3UTR,NA,114953096,114960089,109700,114953096,115101964,114960090
chr13,-,114987698,2,114987698,114987698,1,2,CDS,NA,114987603,114987769,109700,114953096,115101964,114960090
chr13,-,115088355,4,115088355,115088355,2,2,3UTR,NA,115088355,115088529,105083,115088355,115090186,115088530
chr13,-,11545387,6,11545387,11545393,3,2,intergenic,NA,11553102,11523744,20191,11553102,12106945,11554516
chr13,-,115920593,2,115920593,115920593,1,2,intergenic,NA,116298281,115719499,16392,116298281,116309689,116299480
chr13,-,115946655,2,115946655,115946655,1,2,intergenic,NA,116298281,115719499,16392,116298281,116309689,116299480
chr13,-,117457755,4,117457755,117457755,2,2,3UTR,NA,NA,NA,character(0),NA,NA,NA
chr13,-,118380214,4,118380206,118380214,2,2,3UTR,NA,118378381,118380352,59054,118378381,118387252,118380353
chr13,-,118632245,4,118632245,118632250,2,2,intron,NA,118628551,118639889,100038690,118603418,118658743,118603418
chr13,-,119268845,2,119268845,119268845,1,2,3UTR,NA,NA,NA,character(0),NA,NA,NA
chr13,-,119335529,4,119335529,119335530,2,2,3UTR,NA,119335448,119336256,18115,119335448,119408997,119336257
chr13,-,119404442,2,119404442,119404442,1,2,intron,NA,119396977,119404551,18115,119335448,119408997,119336257
chr13,-,119487259,2,119487259,119487259,1,2,exon,NA,119487252,119488384,67304,119487252,119488384,119487252
chr13,-,119765186,2,119765186,119765186,1,2,3UTR,NA,NA,NA,72465,NA,NA,NA
chr13,-,119776349,2,119776349,119776349,1,2,3UTR,NA,119776015,119776449,72465,119765187,119790805,119766352
chr13,-,12176740,2,12176740,12176740,1,2,3UTR,NA,NA,NA,character(0),NA,NA,NA
chr13,-,12182722,2,12182722,12182722,1,2,3UTR,NA,12182712,12187004,238505,12182712,12258095,12187005
chr13,-,12439415,4,12439411,12439415,2,2,3UTR,NA,12439415,12440844,56048,12439415,12464944,12440845
chr13,-,13414958,2,13414958,13414958,1,2,intergenic,NA,13418766,13412794,character(0),13418766,13419169,3074322
chr13,-,13997947,4,13997947,13997953,2,2,3UTR,NA,NA,NA,70430,NA,NA,NA
chr13,-,14051644,2,14051644,14051644,1,2,3UTR,NA,14050659,14053693,14593,14050659,14063488,14053694
chr13,-,14052998,2,14052998,14052998,1,2,3UTR,NA,14050659,14053693,14593,14050659,14063488,14053694
chr13,-,14053657,2,14053657,14053657,1,2,3UTR,NA,14050659,14053693,14593,14050659,14063488,14053694
chr13,-,14053733,2,14053733,14053733,1,2,CDS,NA,14053694,14054455,14593,14050659,14063488,14053694
chr13,-,14610211,2,14610211,14610211,1,2,3UTR,NA,14608184,14610485,75398,14608184,14613165,14610486
chr13,-,14610269,2,14610269,14610269,1,2,3UTR,NA,14608184,14610485,75398,14608184,14613165,14610486
chr13,-,14610295,2,14610295,14610295,1,2,3UTR,NA,14608184,14610485,75398,14608184,14613165,14610486
chr13,-,15465409,2,15465409,15465409,1,2,intergenic,NA,15768990,15463736,character(0),15768990,15770120,3074322
chr13,-,15952384,2,15952384,15952384,1,2,intron,NA,15916648,16023264,100503142,15813548,16023360,15813548
chr13,-,17880575,6,17880575,17880575,3,2,3UTR,NA,17880571,17882378,56044,17880571,17944239,17882379
chr13,-,17881852,2,17881852,17881852,1,2,3UTR,NA,17880571,17882378,56044,17880571,17944239,17882379
chr13,-,17882238,4,17882238,17882254,2,2,3UTR,NA,17880571,17882378,56044,17880571,17944239,17882379
chr13,-,17882311,2,17882311,17882311,1,2,3UTR,NA,17880571,17882378,56044,17880571,17944239,17882379
chr13,-,18030290,2,18030290,18030290,1,2,3UTR,NA,NA,NA,character(0),NA,NA,NA
chr13,-,18160864,2,18160864,18160864,1,2,intron,NA,18152123,18172412,218030,18121098,18382041,18125162
chr13,-,18205894,2,18205894,18205894,1,2,intron,NA,18172554,18239468,218030,18121098,18382041,18125162
chr13,-,18721526,2,18721526,18721526,1,2,intergenic,NA,18971702,18645349,character(0),18971702,18974997,3074322
chr13,-,19357676,4,19357676,19357676,2,2,3UTR,NA,19357676,19358129,76205,19357676,19367955,19357676
chr13,-,19591832,2,19591832,19591832,1,2,3UTR,NA,19591706,19593151,105298,19591706,19619804,19593152
chr13,-,19591919,2,19591919,19591919,1,2,3UTR,NA,19591706,19593151,105298,19591706,19619804,19593152
chr13,-,21387004,2,21387004,21387004,1,2,3UTR,NA,21387003,21387798,72739,21387003,21402713,21387799
chr13,-,21387667,2,21387667,21387667,1,2,3UTR,NA,21387003,21387798,72739,21387003,21402713,21387799
chr13,-,21431909,4,21431909,21431919,2,2,intron,NA,21423625,21433390,319207,21421275,21440901,21422775
chr13,-,21442174,2,21442174,21442174,1,2,3UTR,NA,NA,NA,432731,NA,NA,NA
chr13,-,21442248,2,21442248,21442248,1,2,3UTR,NA,21442180,21444930,432731,21442180,21453660,21444931
chr13,-,21513222,2,21513222,21513222,1,2,3UTR,NA,21513222,21520000,93681,21513222,21531120,21520001
chr13,-,21786794,2,21786794,21786794,1,2,3UTR,NA,NA,NA,319170,NA,NA,NA
chr13,-,22002177,2,22002177,22002177,1,2,3UTR,NA,22002173,22002753,54373,22002173,22009741,22002754
chr13,-,22015486,2,22015486,22015486,1,2,intergenic,NA,22035164,22009742,319168,22035164,22035568,22035166
chr13,-,22040625,2,22040625,22040625,1,2,3UTR,NA,NA,NA,319158,NA,NA,NA
chr13,-,22042477,2,22042477,22042477,1,2,3UTR,NA,22042460,22042534,319167,22042460,22042944,22042535
chr13,-,23353573,2,23353573,23353573,1,2,3UTR,NA,23353103,23356337,218100,23353103,23369208,23356338
chr13,-,23387557,2,23387557,23387557,1,2,intergenic,NA,23418361,23369208,30946,23418361,23423866,23421973
chr13,-,23421543,6,23421543,23421543,3,2,3UTR,NA,23418361,23421972,30946,23418361,23423866,23421973
chr13,-,23453410,2,23453410,23453410,1,2,intergenic,NA,23456992,23445935,12231,23456992,23465875,23458703
chr13,-,23551256,2,23551256,23551256,1,2,3UTR,NA,NA,NA,319157,NA,NA,NA
chr13,-,23570663,2,23570663,23570663,1,2,3UTR,NA,23570517,23570715,319166,23570517,23571220,23570716
chr13,-,23585485,2,23585485,23585485,1,2,3UTR,NA,23583670,23585575,319179,23583670,23621094,23585576
chr13,-,23620621,2,23620621,23620621,1,2,intron,NA,23585971,23620915,319179,23583670,23621094,23585576
chr13,-,23620815,2,23620815,23620815,1,2,3UTR,NA,23620629,23621837,50709,23620629,23622558,23621838
chr13,-,23621778,2,23621778,23621778,1,2,3UTR,NA,23620629,23621837,50709,23620629,23622558,23621838
chr13,-,23683476,2,23683476,23683476,1,2,3UTR,NA,23681467,23683524,319164,23681467,23683948,23683525
chr13,-,23698080,2,23698080,23698080,1,2,3UTR,NA,23697635,23698137,319155,23697635,23698454,23698138
chr13,-,23760689,4,23760689,23760689,2,2,3UTR,NA,NA,NA,326619,NA,NA,NA
chr13,-,23760747,2,23760747,23760747,1,2,3UTR,NA,23760692,23760845,326619,23760692,23761230,23760846
chr13,-,23876418,2,23876418,23876418,1,2,intergenic,NA,23895890,23804599,319848,23895890,23915007,23903090
chr13,-,23894910,2,23894910,23894910,1,2,3UTR,NA,NA,NA,319848,NA,NA,NA
chr13,-,23897899,2,23897899,23897899,1,2,3UTR,NA,23895890,23898909,319848,23895890,23915007,23903090
