chr,strand,coord,peakID,start,end,toStop,ftr,gene_type,ftr_start,ftr_end,gene,gene_start,gene_end,gene_stop_codon
1,+,7071621,peak_8788,7071051,7071621,NA,intergenic,protein_coding,7065242,7077116,AT1G20380,7061442,7065242,7065047
1,+,7092112,peak_29220,7091999,7092112,NA,intron,protein_coding,7091618,7092785,AT1G20460,7090941,7093442,7092993
1,+,7093436,peak_29223,7092805,7093436,443,3UTR,protein_coding,7092994,7093442,AT1G20460,7090941,7093442,7092993
1,+,7093789,peak_29224,7093517,7093789,796,3UTR,protein_coding,NA,NA,AT1G20460,NA,NA,NA
1,+,7099768,peak_29225,7099285,7099768,NA,intergenic,protein_coding,7094869,7106128,AT1G20470,7094260,7094869,7094765
1,+,7100316,peak_8815,7100054,7100316,NA,intergenic,protein_coding,7094869,7106128,AT1G20470,7094260,7094869,7094765
1,+,7104564,peak_8819,7104419,7104564,NA,intergenic,protein_coding,7094869,7106128,AT1G20470,7094260,7094869,7094765
1,+,7106479,peak_8823,7106315,7106479,NA,intron,lncRNA,7106212,7106881,AT1G20515,7106128,7108108,7108108
1,+,7130926,peak_8862,7130078,7130926,555,3UTR,protein_coding,NA,NA,AT1G20580,NA,NA,NA
1,+,7132432,peak_8865,7131859,7132432,NA,intergenic,protein_coding,7130799,7133111,AT1G20580,7128867,7130799,7130371
1,+,7149948,peak_29233,7149454,7149948,339,3UTR,protein_coding,7149610,7150180,AT1G20630,7146636,7150180,7149609
1,+,7158287,peak_29237,7157425,7158287,301,3UTR,protein_coding,7157987,7158287,AT1G20640,7154410,7158218,7157986
1,+,7168179,peak_8900,7167484,7168179,NA,intergenic,protein_coding,7158287,7169309,AT1G20640,7154410,7158287,7157986
1,+,7170819,peak_8903,7170450,7170819,232,3UTR,protein_coding,7170588,7170856,AT1G20680,7169309,7170856,7170587
1,+,7178935,peak_29238,7178410,7178935,448,3UTR,protein_coding,NA,NA,AT1G20693,NA,NA,NA
1,+,7179195,peak_8907,7179104,7179195,708,3UTR,protein_coding,NA,NA,AT1G20693,NA,NA,NA
1,+,7180806,peak_8912,7180673,7180806,NA,CDS,protein_coding,7180674,7180835,AT1G20696,7179273,7181574,7181174
1,+,7183056,peak_8915,7182913,7183056,NA,intron,protein_coding,7182763,7183348,AT1G20700,7182558,7184009,7183866
1,+,7184073,peak_8916,7183423,7184073,207,3UTR,protein_coding,NA,NA,AT1G20700,NA,NA,NA
1,+,7212174,peak_8920,7211630,7212174,NA,intron,protein_coding,7212013,7212493,AT1G20760,7209298,7214993,7214773
1,+,7215043,peak_8927,7214194,7215043,270,3UTR,protein_coding,NA,NA,AT1G20760,NA,NA,NA
1,+,7217628,peak_29249,7217128,7217628,NA,intron,protein_coding,7217406,7217793,AT1G20780,7217021,7220842,7220609
1,+,7220804,peak_29255,7220238,7220804,195,3UTR,protein_coding,7220610,7220842,AT1G20780,7217021,7220842,7220609
1,+,7233592,peak_8938,7233095,7233592,225,3UTR,protein_coding,7233368,7233657,AT1G20810,7231981,7233657,7233367
1,+,7235132,peak_8942,7234668,7235132,191,3UTR,protein_coding,NA,NA,AT1G20816,NA,NA,NA
1,+,7239699,peak_29257,7238937,7239699,226,3UTR,protein_coding,NA,NA,AT1G20823,NA,NA,NA
1,+,7253744,peak_29259,7253254,7253744,207,3UTR,protein_coding,7253538,7253747,AT1G20850,7252111,7253747,7253537
1,+,7289254,peak_29269,7288880,7289254,412,3UTR,protein_coding,7289000,7289943,AT1G20920,7285042,7289943,7288842
1,+,7290177,peak_29268,7289313,7290177,NA,intron,protein_coding,7290164,7290411,AT1G20925,7289973,7292580,7292507
1,+,731638,peak_924,730813,731638,259,3UTR,protein_coding,NA,NA,AT1G03070,NA,NA,NA
1,+,7319572,peak_29276,7318885,7319572,326,3UTR,protein_coding,7319247,7319921,AT1G20970,7313901,7319921,7319246
1,+,7329386,peak_29281,7328525,7329386,453,3UTR,protein_coding,7328934,7329441,AT1G20980,7324471,7329441,7328933
1,+,7329478,peak_29282,7329410,7329478,545,3UTR,protein_coding,NA,NA,AT1G20980,NA,NA,NA
1,+,7331124,peak_9045,7330723,7331124,NA,intergenic,protein_coding,7329441,7337605,AT1G20980,7324471,7329441,7328933
1,+,7335068,peak_9047,7334976,7335068,NA,intergenic,protein_coding,7329441,7337605,AT1G20980,7324471,7329441,7328933
1,+,7338683,peak_29284,7338297,7338683,NA,intron,protein_coding,7338514,7338770,AT1G21000,7337605,7339452,7339088
1,+,7339659,peak_29283,7338769,7339659,571,3UTR,protein_coding,NA,NA,AT1G21000,NA,NA,NA
1,+,7347177,peak_29288,7346371,7347177,306,3UTR,protein_coding,7346872,7347283,AT1G21010,7346156,7347283,7346871
1,+,7367758,peak_9057,7366939,7367758,162,3UTR,protein_coding,7367597,7368203,AT1G21050,7366590,7368203,7367596
1,+,7374158,peak_9064,7373762,7374158,NA,5UTR,protein_coding,7374115,7374209,AT1G21065,7374115,7375789,7375644
1,+,7374749,peak_9065,7374235,7374749,NA,intron,protein_coding,7374684,7374793,AT1G21065,7374115,7375789,7375644
1,+,7405369,peak_29291,7404713,7405369,303,3UTR,protein_coding,7405067,7405426,AT1G21140,7404328,7405426,7405066
1,+,740869,peak_27692,740558,740869,NA,intron,protein_coding,740758,740969,AT1G03090,739544,744184,743819
1,+,74107,peak_97,73445,74107,224,3UTR,protein_coding,NA,NA,AT1G01160,NA,NA,NA
1,+,7419656,peak_9128,7419196,7419656,245,3UTR,protein_coding,NA,NA,AT1G21170,NA,NA,NA
1,+,7423202,peak_29295,7422667,7423202,388,3UTR,protein_coding,7422815,7423396,AT1G21200,7421148,7423673,7422814
1,+,7423298,peak_29297,7423218,7423298,484,3UTR,protein_coding,7422815,7423396,AT1G21200,7421148,7423673,7422814
1,+,744151,peak_27696,743582,744151,332,3UTR,protein_coding,743820,744184,AT1G03090,739544,744184,743819
1,+,746020,peak_949,745618,746020,NA,exon,lncRNA,744724,746147,AT1G04163,744724,746147,746147
1,+,7462372,peak_29300,7461486,7462372,NA,intergenic,protein_coding,7454256,7466694,AT1G21313,7453735,7454256,7454256
1,+,7477205,peak_29301,7476361,7477205,336,3UTR,protein_coding,NA,NA,AT1G21340,NA,NA,NA
1,+,7483476,peak_29306,7482863,7483476,239,3UTR,protein_coding,7483238,7483513,AT1G21360,7481184,7483513,7483237
1,+,7485671,peak_29311,7485134,7485671,220,3UTR,protein_coding,NA,NA,AT1G21370,NA,NA,NA
1,+,7492371,peak_9173,7491940,7492371,139,3UTR,protein_coding,NA,NA,AT1G21395,NA,NA,NA
1,+,7496712,peak_29318,7496072,7496712,472,3UTR,protein_coding,7496241,7496741,AT1G21400,7493213,7496741,7496240
1,+,7497923,peak_9176,7497487,7497923,NA,intron,protein_coding,7497697,7498244,AT1G21410,7496998,7499616,7499386
1,+,7499655,peak_9179,7499013,7499655,269,3UTR,protein_coding,NA,NA,AT1G21410,NA,NA,NA
1,+,7511758,peak_29320,7510779,7511758,256,3UTR,protein_coding,7511503,7511801,AT1G21450,7508701,7511801,7511502
1,+,752002,peak_962,751426,752002,206,3UTR,protein_coding,NA,NA,AT1G03110,NA,NA,NA
1,+,7557057,peak_9211,7556720,7557057,268,3UTR,protein_coding,7556790,7557065,AT1G21560,7554671,7557065,7556789
1,+,7575331,peak_9239,7575049,7575331,NA,intron,protein_coding,7575286,7575358,AT1G21610,7573830,7578956,7577490
1,+,7579019,peak_9247,7578251,7579019,1529,3UTR,protein_coding,NA,NA,AT1G21610,NA,NA,NA
1,+,758789,peak_974,758064,758789,348,3UTR,protein_coding,NA,NA,AT1G03150,NA,NA,NA
1,+,7588177,peak_29332,7587401,7588177,381,3UTR,protein_coding,NA,NA,AT1G21630,NA,NA,NA
1,+,7592941,peak_9267,7592464,7592941,272,3UTR,protein_coding,NA,NA,AT1G21640,NA,NA,NA
1,+,7606563,peak_29339,7606112,7606563,NA,intron,protein_coding,7606505,7606706,AT1G21660,7605620,7609223,7608835
1,+,7609229,peak_9281,7608345,7609229,394,3UTR,protein_coding,NA,NA,AT1G21660,NA,NA,NA
1,+,7612775,peak_29346,7611838,7612775,255,3UTR,protein_coding,NA,NA,AT1G21670,NA,NA,NA
1,+,7615389,peak_29348,7614569,7615389,241,3UTR,protein_coding,NA,NA,AT1G21680,NA,NA,NA
1,+,7618616,peak_9295,7618145,7618616,254,3UTR,protein_coding,7618363,7618628,AT1G21690,7615505,7618628,7618362
1,+,7626192,peak_9312,7625626,7626192,NA,5UTR,protein_coding,7626182,7626393,AT1G21720,7626182,7628290,7628070
1,+,7628340,peak_9317,7627662,7628340,270,3UTR,protein_coding,NA,NA,AT1G21720,NA,NA,NA
1,+,7629603,peak_9319,7629010,7629603,351,3UTR,protein_coding,NA,NA,AT1G21722,NA,NA,NA
1,+,7648232,peak_9354,7648115,7648232,NA,intron,protein_coding,7648229,7648304,AT1G21750,7645610,7648855,7648514
1,+,7654125,peak_9368,7653220,7654125,NA,5UTR,protein_coding,7654088,7654356,AT1G21790,7654088,7655981,7655691
1,+,7656049,peak_29352,7655360,7656049,358,3UTR,protein_coding,NA,NA,AT1G21790,NA,NA,NA
1,+,7656198,peak_29353,7656055,7656198,507,3UTR,protein_coding,NA,NA,AT1G21790,NA,NA,NA
1,+,7662835,peak_29354,7662241,7662835,NA,intergenic,protein_coding,7655981,7665664,AT1G21790,7654088,7655981,7655691
1,+,7664653,peak_9375,7664199,7664653,NA,intergenic,protein_coding,7655981,7665664,AT1G21790,7654088,7655981,7655691
1,+,7665445,peak_9377,7665272,7665445,NA,intergenic,protein_coding,7655981,7665664,AT1G21790,7654088,7655981,7655691
1,+,7668793,peak_9381,7668508,7668793,1212,3UTR,protein_coding,NA,NA,AT1G21840,NA,NA,NA
1,+,7668855,peak_9382,7668809,7668855,NA,intergenic,protein_coding,7667794,7675502,AT1G21840,7666447,7667794,7667581
1,+,768138,peak_27702,767814,768138,814,3UTR,protein_coding,NA,NA,AT1G03165,NA,NA,NA
1,+,7682648,peak_9387,7682253,7682648,122,3UTR,protein_coding,NA,NA,AT1G21880,NA,NA,NA
1,+,7694030,peak_9396,7693685,7694030,NA,intergenic,protein_coding,7682641,7696427,AT1G21880,7680390,7682641,7682526
1,+,7697777,peak_29360,7697016,7697777,430,3UTR,protein_coding,7697348,7697831,AT1G21910,7696427,7697831,7697347
1,+,7714520,peak_9408,7714049,7714520,222,3UTR,protein_coding,NA,NA,AT1G21930,NA,NA,NA
1,+,7731828,peak_29363,7731333,7731828,NA,intergenic,protein_coding,7726586,7734661,AT1G21960,7725972,7726586,7726586
1,+,7731965,peak_29364,7731870,7731965,NA,intergenic,protein_coding,7726586,7734661,AT1G21960,7725972,7726586,7726586
1,+,7735033,peak_29369,7734838,7735033,NA,5UTR,protein_coding,7734661,7735052,AT1G21980,7734661,7738772,7738309
1,+,7735641,peak_29368,7735116,7735641,NA,CDS,protein_coding,7735053,7736149,AT1G21980,7734661,7738772,7738309
1,+,7736742,peak_29366,7736577,7736742,NA,CDS,protein_coding,7736577,7736742,AT1G21980,7734661,7738772,7738309
1,+,7737067,peak_29375,7736957,7737067,NA,CDS,protein_coding,7736957,7737067,AT1G21980,7734661,7738772,7738309
1,+,7737561,peak_29374,7737431,7737561,NA,CDS,protein_coding,7737431,7737561,AT1G21980,7734661,7738772,7738309
1,+,7738834,peak_29371,7738009,7738834,525,3UTR,protein_coding,NA,NA,AT1G21980,NA,NA,NA
1,+,7740090,peak_9424,7739339,7740090,155,3UTR,ncRNA,NA,NA,AT1G05697,NA,NA,NA
1,+,775402,peak_992,774734,775402,223,3UTR,protein_coding,NA,NA,AT1G03180,NA,NA,NA
1,+,7757479,peak_29380,7756891,7757479,392,3UTR,protein_coding,7757088,7758019,AT1G22020,7754281,7758029,7757087
1,+,7757943,peak_29381,7757605,7757943,856,3UTR,protein_coding,7757606,7758029,AT1G22020,7754281,7758029,7757087
1,+,7766574,peak_9438,7766058,7766574,NA,intergenic,protein_coding,7758029,7767924,AT1G22020,7754281,7758029,7757087
1,+,7770172,peak_29382,7769307,7770172,375,3UTR,protein_coding,7769798,7770216,AT1G22040,7767924,7770216,7769797
1,+,7792214,peak_9461,7791566,7792214,393,3UTR,protein_coding,NA,NA,AT1G22070,NA,NA,NA
1,+,780107,peak_1005,779428,780107,NA,exon,lncRNA,780107,780409,AT1G04177,780107,780409,780409
1,+,7836253,peak_29387,7835809,7836253,NA,CDS,protein_coding,7836245,7837030,AT1G22190,7835781,7837411,7837030
1,+,7837308,peak_29386,7836399,7837308,278,3UTR,protein_coding,7837031,7837411,AT1G22190,7835781,7837411,7837030
1,+,784402,peak_1009,783872,784402,162,3UTR,protein_coding,NA,NA,AT1G03210,NA,NA,NA
1,+,7847800,peak_29389,7847278,7847800,162,3UTR,protein_coding,7847639,7847836,AT1G22220,7846459,7847836,7847638
1,+,7851116,peak_29392,7850294,7851116,79,3UTR,protein_coding,7851038,7851164,AT1G22230,7849776,7851164,7851037
1,+,7875957,peak_29396,7875359,7875957,461,3UTR,protein_coding,7875497,7876018,AT1G22280,7873867,7875831,7875496
1,+,7883949,peak_9537,7883408,7883949,NA,intergenic,protein_coding,7876018,7886323,AT1G22280,7873933,7876018,7875496
1,+,788634,peak_27706,787713,788634,190,3UTR,protein_coding,788445,788722,AT1G03220,786832,788722,788444
1,+,7896598,peak_29402,7896337,7896598,NA,intergenic,protein_coding,7889534,7911843,AT1G22330,7886323,7889534,7889241
1,+,7912690,peak_9554,7911942,7912690,NA,intron,protein_coding,7912645,7912722,AT1G22410,7911843,7915004,7914742
1,+,7913243,peak_9555,7912711,7913243,NA,intron,protein_coding,7913001,7913479,AT1G22410,7911843,7915004,7914742
1,+,791630,peak_27708,790905,791630,216,3UTR,protein_coding,791415,791689,AT1G03230,789820,791689,791414
1,+,7925115,peak_9570,7924312,7925115,356,3UTR,protein_coding,NA,NA,AT1G22440,NA,NA,NA
1,+,7927345,peak_29426,7926571,7927345,427,3UTR,protein_coding,7926919,7927345,AT1G22450,7925121,7927345,7926918
1,+,7933611,peak_29429,7932873,7933611,NA,intergenic,protein_coding,7927345,7949476,AT1G22450,7925121,7927345,7926918
1,+,7934803,peak_29433,7934280,7934803,NA,intergenic,protein_coding,7927345,7949476,AT1G22450,7925121,7927345,7926918
1,+,7938038,peak_9576,7937862,7938038,NA,intergenic,protein_coding,7927345,7949476,AT1G22450,7925121,7927345,7926918
1,+,7939640,peak_9581,7939196,7939640,NA,intergenic,protein_coding,7927345,7949476,AT1G22450,7925121,7927345,7926918
1,+,7951268,peak_29437,7951217,7951268,542,3UTR,protein_coding,NA,NA,AT1G22500,NA,NA,NA
1,+,7958202,peak_29440,7957232,7958202,NA,intergenic,lncRNA,7952470,7963813,AT1G05757,7952142,7952470,7952470
1,+,7966549,peak_9607,7965672,7966549,327,3UTR,protein_coding,NA,NA,AT1G22540,NA,NA,NA
1,+,7984287,peak_9620,7983743,7984287,285,3UTR,protein_coding,7984003,7984334,AT1G22590,7981722,7984334,7984002
1,+,7997768,peak_29446,7996857,7997768,201,3UTR,protein_coding,NA,NA,AT1G22610,NA,NA,NA
1,+,8006628,peak_29454,8006499,8006628,NA,CDS,protein_coding,8006499,8006628,AT1G22640,8006064,8007460,8007219
1,+,8007547,peak_29453,8006709,8007547,328,3UTR,protein_coding,NA,NA,AT1G22640,NA,NA,NA
1,+,8021715,peak_9654,8021311,8021715,1164,3UTR,protein_coding,8021434,8021715,AT1G22660,8017281,8021715,8020551
1,+,802594,peak_1037,802299,802594,158,3UTR,protein_coding,802437,802625,AT1G03270,799115,802625,802436
1,+,8049022,peak_29462,8048058,8049022,253,3UTR,protein_coding,8048770,8049039,AT1G22730,8046073,8049039,8048769
1,+,8050809,peak_29467,8050437,8050809,NA,5UTR,protein_coding,8050770,8050910,AT1G22750,8050770,8052923,8052618
1,+,8051199,peak_29470,8051148,8051199,NA,CDS,protein_coding,8051148,8051199,AT1G22750,8050770,8052923,8052618
1,+,8052962,peak_9675,8052233,8052962,344,3UTR,protein_coding,NA,NA,AT1G22750,NA,NA,NA
1,+,8065246,peak_9686,8064597,8065246,NA,CDS,protein_coding,8064597,8066129,AT1G22770,8061751,8067790,8067447
1,+,8067801,peak_9692,8067129,8067801,354,3UTR,protein_coding,NA,NA,AT1G22770,NA,NA,NA
1,+,8069392,peak_29471,8068933,8069392,NA,5UTR,protein_coding,8069377,8069641,AT1G22790,8069377,8071593,8071292
1,+,807095,peak_27709,806636,807095,337,3UTR,protein_coding,NA,NA,AT1G03280,NA,NA,NA
1,+,8071660,peak_9696,8071121,8071660,368,3UTR,protein_coding,NA,NA,AT1G22790,NA,NA,NA
1,+,8074409,peak_29474,8073924,8074409,NA,exon,lncRNA,8074366,8075020,AT1G05767,8071789,8074296,8074296
1,+,8075093,peak_29475,8074719,8075093,797,3UTR,lncRNA,NA,NA,AT1G05767,NA,NA,NA
1,+,8076789,peak_29481,8075986,8076789,NA,intron,protein_coding,8076733,8076818,AT1G22830,8075996,8079137,8079032
1,+,8077172,peak_29484,8076842,8077172,NA,CDS,protein_coding,8076921,8079032,AT1G22830,8075996,8079137,8079032
1,+,8077950,peak_29483,8077592,8077950,NA,CDS,protein_coding,8076921,8079032,AT1G22830,8075996,8079137,8079032
1,+,8079158,peak_29480,8078611,8079158,126,3UTR,protein_coding,NA,NA,AT1G22830,NA,NA,NA
1,+,8079745,peak_29479,8079284,8079745,NA,intron,protein_coding,8079496,8079974,AT1G22840,8079287,8080574,8080286
1,+,8082133,peak_9702,8081609,8082133,NA,intergenic,lncRNA,8080937,8083184,AT1G05777,8080698,8080937,8080937
1,+,808822,peak_27716,808768,808822,NA,CDS,protein_coding,808532,809214,AT1G03290,807361,813216,810680
1,+,8089307,peak_9719,8088775,8089307,NA,5UTR,protein_coding,8089267,8089500,AT1G22870,8089267,8094505,8094173
1,+,8097725,peak_29495,8097046,8097725,186,3UTR,protein_coding,8097540,8097790,AT1G22880,8095449,8097790,8097539
1,+,809828,peak_27713,809672,809828,NA,intron,protein_coding,809789,809910,AT1G03290,807361,813216,810680
1,+,8101314,peak_29500,8100592,8101314,94,3UTR,protein_coding,8101221,8101464,AT1G22882,8098392,8101464,8101220
1,+,8103577,peak_9731,8102814,8103577,349,3UTR,protein_coding,8103229,8103588,AT1G22890,8102728,8103588,8103228
1,+,8106455,peak_29502,8105672,8106455,NA,intron,protein_coding,8106239,8106533,AT1G22910,8104993,8108361,8107659
1,+,8106848,peak_29503,8106457,8106848,NA,intron,protein_coding,8106661,8107107,AT1G22910,8104993,8108361,8107659
1,+,810902,peak_1048,810380,810902,222,3UTR,protein_coding,810681,813216,AT1G03290,807361,813216,810680
1,+,8118468,peak_29504,8118022,8118468,NA,CDS,protein_coding,8118024,8118468,AT1G22930,8117286,8122151,8121854
1,+,8122126,peak_29509,8121428,8122126,272,3UTR,protein_coding,8121855,8122151,AT1G22930,8117286,8122151,8121854
1,+,8125142,peak_9751,8124426,8125142,234,3UTR,protein_coding,NA,NA,AT1G22940,NA,NA,NA
1,+,8149916,peak_9783,8149226,8149916,336,3UTR,protein_coding,NA,NA,AT1G23010,NA,NA,NA
1,+,8154487,peak_9793,8154031,8154487,NA,intergenic,protein_coding,8149891,8156504,AT1G23010,8147118,8149891,8149580
1,+,8159100,peak_29515,8158423,8159100,258,3UTR,protein_coding,8158843,8159185,AT1G23030,8156504,8159185,8158842
1,+,8165890,peak_29517,8164990,8165890,431,3UTR,protein_coding,8165460,8166142,AT1G23040,8164782,8166142,8165459
1,+,8166799,peak_29518,8166452,8166799,1340,3UTR,protein_coding,NA,NA,AT1G23040,NA,NA,NA
1,+,816780,peak_1054,816174,816780,157,3UTR,protein_coding,816624,816812,AT1G03310,813413,816812,816623
1,+,8189171,peak_9829,8188650,8189171,NA,intergenic,protein_coding,8169267,8195776,AT1G23050,8168443,8169267,8169116
1,+,8196490,peak_9831,8196287,8196490,154,3UTR,protein_coding,NA,NA,AT1G23100,NA,NA,NA
1,+,8199701,peak_9836,8199058,8199701,342,3UTR,protein_coding,NA,NA,AT1G23120,NA,NA,NA
1,+,8207719,peak_29521,8207209,8207719,258,3UTR,protein_coding,NA,NA,AT1G23150,NA,NA,NA
1,+,8211530,peak_9844,8210765,8211530,205,3UTR,protein_coding,NA,NA,AT1G23160,NA,NA,NA
1,+,8215993,peak_9853,8215005,8215993,NA,5UTR,protein_coding,8215721,8216124,AT1G23180,8215721,8219631,8218829
1,+,8219637,peak_9860,8219134,8219637,808,3UTR,protein_coding,8219516,8219641,AT1G23180,8215721,8219631,8218829
1,+,8221614,peak_9865,8221309,8221614,NA,intron,protein_coding,8221502,8221646,AT1G23190,8219808,8224547,8224186
1,+,8221768,peak_9866,8221645,8221768,NA,intron,protein_coding,8221767,8221852,AT1G23190,8219808,8224547,8224186
1,+,8223094,peak_9871,8223011,8223094,NA,CDS,protein_coding,8223013,8223094,AT1G23190,8219808,8224547,8224186
1,+,8224889,peak_29525,8224607,8224889,703,3UTR,protein_coding,NA,NA,AT1G23190,NA,NA,NA
1,+,8235093,peak_29526,8234537,8235093,NA,intergenic,protein_coding,8230978,8240145,AT1G23201,8230047,8230978,8230775
1,+,8242283,peak_9879,8241805,8242283,154,3UTR,protein_coding,NA,NA,AT1G23210,NA,NA,NA
1,+,8244460,peak_9882,8243910,8244460,NA,5UTR,protein_coding,8244418,8244480,AT1G23230,8244418,8251937,8251741
1,+,8252108,peak_9898,8251534,8252108,367,3UTR,protein_coding,NA,NA,AT1G23230,NA,NA,NA
1,+,826429,peak_1067,825745,826429,250,3UTR,protein_coding,NA,NA,AT1G03360,NA,NA,NA
1,+,826774,peak_1068,826506,826774,NA,intron,protein_coding,826738,827178,AT1G03365,826523,830393,830191
1,+,828090,peak_27722,827715,828090,NA,CDS,protein_coding,827182,829182,AT1G03365,826523,830393,830191
1,+,830482,peak_27724,829721,830482,291,3UTR,protein_coding,NA,NA,AT1G03365,NA,NA,NA
1,+,8310889,peak_29528,8310045,8310889,NA,intergenic,lncRNA,8304901,8314853,AT1G05807,8304660,8304901,8304901
1,+,8322342,peak_9977,8321638,8322342,1677,3UTR,protein_coding,8322225,8323370,AT1G23440,8321611,8324497,8324019
1,+,8323394,peak_29531,8322839,8323394,NA,intron,protein_coding,8322201,8323450,AT1G23440,8321611,8324497,8324019
1,+,8324267,peak_29536,8323780,8324267,248,3UTR,protein_coding,8324020,8324497,AT1G23440,8321611,8324497,8324019
1,+,8324704,peak_29537,8324406,8324704,NA,CDS,protein_coding,8324698,8325837,AT1G23450,8324698,8326697,8325837
1,+,832640,peak_1071,831992,832640,NA,CDS,protein_coding,831420,832640,AT1G03370,830550,835411,834996
1,+,8327021,peak_29538,8326098,8327021,NA,intron,protein_coding,8326882,8327415,AT1G23460,8326747,8329763,8329622
1,+,8329979,peak_9981,8329261,8329979,NA,5UTR,protein_coding,8329924,8330054,AT1G23465,8329924,8331104,8331104
1,+,8331437,peak_9985,8331056,8331437,333,3UTR,protein_coding,NA,NA,AT1G23465,NA,NA,NA
1,+,8336423,peak_9994,8335787,8336423,193,3UTR,protein_coding,NA,NA,AT1G23480,NA,NA,NA
1,+,8337853,peak_29544,8337731,8337853,NA,intron,protein_coding,8337853,8337939,AT1G23490,8336593,8338827,8338373
1,+,8338908,peak_29542,8338101,8338908,535,3UTR,protein_coding,NA,NA,AT1G23490,NA,NA,NA
1,+,8346712,peak_10005,8345794,8346712,282,3UTR,protein_coding,8346431,8346733,AT1G23530,8345595,8346733,8346430
1,+,8352381,peak_10010,8351560,8352381,NA,intron,protein_coding,8352254,8352552,AT1G23550,8350728,8352791,8352232
1,+,8352910,peak_10011,8352422,8352910,678,3UTR,protein_coding,NA,NA,AT1G23550,NA,NA,NA
1,+,8353705,peak_10012,8352951,8353705,1473,3UTR,protein_coding,NA,NA,AT1G23550,NA,NA,NA
1,+,8354154,peak_10013,8354083,8354154,NA,intergenic,protein_coding,8352791,8363895,AT1G23550,8350728,8352791,8352232
1,+,835488,peak_27726,834834,835488,492,3UTR,protein_coding,NA,NA,AT1G03370,NA,NA,NA
1,+,8386479,peak_29546,8385609,8386479,229,3UTR,protein_coding,8386251,8386522,AT1G23710,8385188,8386522,8386250
1,+,8389332,peak_29552,8388665,8389332,NA,CDS,protein_coding,8388583,8391342,AT1G23720,8388297,8391623,8391342
1,+,8389712,peak_29551,8389668,8389712,NA,CDS,protein_coding,8388583,8391342,AT1G23720,8388297,8391623,8391342
1,+,8391584,peak_29548,8390865,8391584,242,3UTR,protein_coding,8391343,8391623,AT1G23720,8388297,8391623,8391342
1,+,8398189,peak_10024,8397762,8398189,175,3UTR,protein_coding,8398015,8398387,AT1G23730,8395466,8398144,8398014
1,+,8401833,peak_29554,8400983,8401833,NA,5UTR,protein_coding,8401808,8402141,AT1G23760,8401808,8404301,8404147
1,+,8404327,peak_29559,8403670,8404327,180,3UTR,protein_coding,NA,NA,AT1G23760,NA,NA,NA
1,+,8404623,peak_29556,8404365,8404623,476,3UTR,protein_coding,NA,NA,AT1G23760,NA,NA,NA
1,+,840954,peak_27729,840179,840954,592,3UTR,protein_coding,840508,841373,AT1G03380,835767,841373,840362
1,+,8418812,peak_10048,8418484,8418812,246,3UTR,protein_coding,NA,NA,AT1G23810,NA,NA,NA
1,+,8422988,peak_29566,8422657,8422988,508,3UTR,protein_coding,NA,NA,AT1G23820,NA,NA,NA
1,+,8423510,peak_29568,8423112,8423510,NA,exon,lncRNA,8423069,8424073,AT1G05837,8423069,8424073,8424073
1,+,8424232,peak_29569,8423615,8424232,159,3UTR,lncRNA,NA,NA,AT1G05837,NA,NA,NA
1,+,842642,peak_1085,842254,842642,484,3UTR,protein_coding,NA,NA,AT1G03395,NA,NA,NA
1,+,8432610,peak_10067,8431872,8432610,NA,intron,protein_coding,8432324,8432620,AT1G23870,8432179,8435656,8435506
1,+,8433128,peak_29574,8432739,8433128,NA,CDS,protein_coding,8432695,8434682,AT1G23870,8432179,8435656,8435506
1,+,8436004,peak_29577,8435180,8436004,NA,5UTR,protein_coding,8435657,8436392,AT1G23880,8435657,8438808,8438636
1,+,8438845,peak_10073,8438004,8438845,209,3UTR,protein_coding,NA,NA,AT1G23880,NA,NA,NA
1,+,8442211,peak_10080,8441644,8442211,NA,intron,protein_coding,8442071,8442245,AT1G23900,8441073,8447519,8447152
1,+,8469494,peak_10113,8469169,8469494,148,3UTR,protein_coding,8469347,8469573,AT1G23935,8461757,8469573,8469346
1,+,847784,peak_27731,847024,847784,101,3UTR,lncRNA,NA,NA,AT1G04183,NA,NA,NA
1,+,8508950,peak_29580,8508297,8508950,511,3UTR,protein_coding,NA,NA,AT1G24050,NA,NA,NA
1,+,8523192,peak_10156,8522709,8523192,455,3UTR,protein_coding,8522884,8523193,AT1G24090,8520443,8523193,8522737
1,+,8541811,peak_10180,8541339,8541811,195,3UTR,protein_coding,8541617,8542053,AT1G24145,8540838,8542053,8541616
1,+,8552085,peak_29583,8551179,8552085,NA,exon,nontranslating_CDS,8550639,8552086,AT1G24150,8549191,8552066,8551212
1,+,8588271,peak_10218,8587742,8588271,301,3UTR,protein_coding,NA,NA,AT1G24240,NA,NA,NA
1,+,8603831,peak_10228,8603470,8603831,201,3UTR,protein_coding,8603631,8603849,AT1G24265,8600391,8603849,8603630
1,+,8612642,peak_10251,8612131,8612642,259,3UTR,protein_coding,NA,NA,AT1G24280,NA,NA,NA
1,+,8626444,peak_10273,8626064,8626444,265,3UTR,protein_coding,NA,NA,AT1G24310,NA,NA,NA
1,+,8633605,peak_29595,8632968,8633605,NA,CDS,protein_coding,8632722,8633884,AT1G24330,8631206,8635055,8634835
1,+,8633794,peak_29597,8633627,8633794,NA,CDS,protein_coding,8632722,8633884,AT1G24330,8631206,8635055,8634835
